Sample Material,ID,MFR,TML,Category,CVCM,Space Code,WVR,Material Usage,Cure
EPIRE 2 EPOXY FORMULATION,GSFC1405,ZZZ,7.12,0,0.13,1,,POTTING,30M
EPOCAST 1368/9313 AS 50/17 BW EPOXY-FURANE SL-15E,GSFC4128,FPI,5.83,1,0.01,1,,ADHESIVE,8H
EPOCAST 1610 SINGLE COMPONENT EPOXY FOAM - WHITE,GSC14124,FPI,2.87,7,1.13,1,0.26,HONEYCOMB FILL,2H
EPOCAST 1619 A/B AS 100/25 BW POURABLE SYNTATIC WHT,GSC25717,CIB,1.75,1,0.3,1,0.16,ADHESIVE,24H
EPOCAST 1652-A/B,GSC31201,HNT,1.63,99,0.04,1,0.2,EPOXY SYNTACTIC,
EPOCAST 167 A/B AS 100/15 BW EPOXY,GSC27130,CIB,0.76,1,0.01,1,0.18,ADHESIVE,
EPO-CAST 167 A/B AS 100/15 BW LOW DENSITY SYNTATIC,GSC25684,FUR,1.06,10,0.04,2,0.03,HONEYCOMB ADH,24H
EPOCAST 168/995 AS 9/1 BW EPOXY,SRI11604,FPI,1.53,0,0.06,2,,POTTING,16H
EPOCAST 1681 A/B AS 1/1 BW EPOXY,GSC23140,CIB,11.15,1,0.09,1,0.54,ADHESIVE,
EPOCAST 202/9615 AS 10/8 BW,GSFC3251,FPI,5.69,14,0.02,1,,POTTING,48H
EPOCAST 202-100,GSFC4900,FPI,5.24,14,0.01,1,,POTTING,5H
EPOCAST 202-60,GSFC4898,FPI,3.54,14,0,1,,POTTING,5H
EPOCAST 26-11 EPOXY POWDER COATING,GSFC4610,FPI,1.09,3,0.36,1,,COATING,1H
EPOCAST 403-S-3,GSFC2326,FPI,0.32,12,0.01,1,,MOLD CPND,4M
EPOCAST 452-600 BLACK MINERAL FILLED EPOXY,GSC16014,BEN,0.29,12,0,2,0.11,MOLD CPND,2M
EPOCAST 461-008 MINERAL FILLED EPOXY,GSC12532,FPI,0.48,12,0.09,1,0.11,MOLD CPND,
EPOCAST 8219 A/B AS 5/1 BW SYNTACTIC EPOXY FOAM,GSFC6608,FPI,2.94,14,0.1,3,0.86,POTTING FOAM,48H
EPOCAST 8508 EPOXY ADHESIVE,GSFC3489,FPI,4.1,1,0.24,2,,ADHESIVE,24H
EPOCAST N4E-053/CAT 9816,GSFC2110,FPI,0.07,14,0.02,2,,POTTING,24H
EPOLAC 8060 EPOXY GREEN,GSC25140,TPC,2.98,3,0.14,1,0.5,COATING,
EPOLENE N-14 POLYOLEFIN WAX WHITE,GSC20980,EAC,3.14,99,1.39,1,0,INSULATOR,
EPOLITE 5313 A/B AS 100/9 EPOXY ADHESIVE,GSC23080,HEX,1.93,1,0.04,2,0.25,ADHESIVE,12H
EPOLITE EPOXY BLACK,GSC23952,HEX,0.81,1,0.02,1,0.23,ADHESIVE,7D
EPOLITE EPOXY BLACK OLD,GSC23949,HEX,1.2,1,0.21,1,0.29,ADHESVIE,7D
EPOLITE FH-5313 RESIN WITH DEAPA HARDNER AS 100/9,GSC32332,FHB,1.37,1,0,3,0.23,ADHESIVE,6H
EPON 1001/VERSAMID 115 A/B AS 2/1 BW W/THINNERS,GSFC4612,SHL,12.02,1,0.02,1,,ADHESIVE,1H
EPON 1001-BT-70/VERSAMID 115/MEK/TOLUENE,GSFC5220,SHL,9,1,0,1,,ADHESIVE,150M
EPON 8/CAT A/CYCLOHEXANOL AS 100/12.5/25 BW,GSFC0353,SHL,6.06,1,0.01,1,,ADH-POTTING,3H
EPON 8/CAT A/CYCLOHEXANOL AS 100/12.5/25 BW,GSFC0356,SHL,4.74,1,0,2,,ADH-POTTING,3H
EPON 815/DEH-20/VERSAMID 150 AS 100/12/12 BW EPOXY,GSC12218,SHL,0.81,1,0.03,2,0.27,ADHESIVE,4D
EPON 815/DER 732/V9 SILVER PWDR/AEP,GSFC2837,SHL,0.56,1,0.07,1,,ADHESIVE,4H
EPON 815/DTA AS 10/1 BW EPOXY,GSC12133,SHL,2.96,1,0.06,1,0.24,ADHESIVE,7D
EPON 815/T AS 10/1.8 BW EPOXY,GSC12130,SHL,2.41,1,0.03,1,0.26,ADHESIVE,7D
HEATER LIW 269-20,GSFC9203,TSI,0.02,4,0.01,1,0.02,HEATER,8H
EPON 815/TETA AS 10/1 BW CURE 2,GSFC2543,SHL,1.83,1,0.03,1,,ADHESIVE,6D
EPON 815/TETA AS 10/1 BW CURE 4,GSFC2567,SHL,0.76,1,0.01,1,,ADHESIVE,16H
EPON 815/U AS 4/1 BW EPOXY,GSFC8423,SHL,1.14,14,0.01,1,0.32,POTTING,4H
EPON 815/V 140 AS 1/1 PBW FROZEN PRE-MIX LOT 1229911,GSC20396,SHL,1.75,1,0.04,1,0.49,ADHESIVE,7D
EPON 815/V 140 AS 3/1.8 BW EPOXY,GSFC9936,GSC,0.51,1,0.02,1,0.35,ADHESIVE,7D
EPON 815/V 140 AS 5/3 PBW LIGHT AMBER,GSC21879,SHL,0.75,13,0.03,2,0.36,PRIMER,18H
EPON 815/V 140 AS 5/4 PBW EPOXY,GSC23649,SHL,1.08,1,0.04,1,0.37,ADHESIVE,24H
EPON 815/V 140 AS 50/50 BW EPOXY,GSFC3810,SHL,0.7,14,0.06,2,,POTTING,3D
EPON 815/V 140 AS 50/50 BW EPOXY,GSFC9152,SHL,1.07,3,0.1,2,0.5,CONF COAT,16H
EPON 815/V 140 AS 65/35 BW EPOXY,GSFC3812,SHL,0.4,14,0.02,2,,POTTING,3D
EPON 815/V 140/AL2O3/PIGMENT MODIFIED BLACK EPOXY,GSC11630,GSC,0.6,1,0.06,1,0.19,COND ADHESIVE,7D
EPON 815/V 140/DTA AS 100/15/6 BW EPOXY,GSC12136,SHL,2.42,1,0.08,1,0.24,ADHESIVE,7D
EPON 815/V 140/DTA AS 100/6/6 BW EPOXY,GSC12139,SHL,4.68,1,0.41,1,0.21,ADHESIVE,7D
EPON 815/V 140/PMS 175-ED AS 50/50/5 BW WHITE EPOXY,GSFC7502,SHL,0.64,11,0.07,1,0.21,MARKING INK,3H
EPON 815/V 140/SILFLAKE 135 AS 5.5/4.5/34/1DROP TETA,GSFC8381,GSC,0.45,1,0.02,1,0.13,COND POTTING,29D
EPON 815/V 140/SILFLAKE 135 AS 5.5/4.5/34/1DROP TETA,GSFC8384,GSC,0.45,1,0.03,1,0.1,COND POTTING,4H
EPON 815/V 140/SILFLAKE 135 AS 5/5/38 BW,GSFC8546,GSC,0.65,14,0.03,1,0.15,COND POTTING,7D
EPON 815/V140 AS 1/1 PBW CLEAR EPOXY,GSC21214,SHL,0.87,13,0.05,2,0.38,PRIMER,18H
EPON 815/V-140 AS 50/50 BW EPOXY,GSC12595,SHL,1.84,3,0.08,2,0.43,CONF COAT,16H
EPON 815/V140/ACETONE AS 3/3/2 PBW EPOXY/F,GSC21184,SHL,2.44,13,0.2,2,0.78,PRIMER,18H
EPON 815/V140/ACETONE AS 3/3/2 PBW EPOXY/F,GSC21187,SHL,2.09,13,0.14,2,0.87,PRIMER,18H
EPON 815/V140/ACETONE AS 3/3/2 PBW EPOXY/F,GSC21241,SHL,3.36,13,0.12,2,1.72,PRIMER,18H
EPON 815/V140/ACETONE AS 3/3/2 PBW EPOXY/F,GSC21244,SHL,4.35,13,0.28,2,1.51,PRIMER,18H
EPON 815/V140/ACETONE AS 3/3/2 PBW EPOXY/F,GSC21297,SHL,2.87,13,0.26,2,1.05,PRIMER,18H
EPON 815/V140/ACETONE AS 3/3/2 PBW EPOXY/F,GSC21299,SHL,3.44,13,0.25,2,0.94,PRIMER,18H
EPON 815/V140/ACETONE AS 3/3/2 PBW EPOXY/F,GSC21355,SHL,1.8,13,0.68,2,0.19,PRIMER,18H
EPON 815/VERSAMIDE 150 AS 60/40 BW EPOXY,GSFC3007,SHL,1.29,3,0.06,1,,CONF COAT,24H
EPON 815C/VERSAMID 140 AS 1/1 BW EPOXY,GSC24891,SHL,1.41,1,0.06,2,0.37,ADHESIVE,7D
EPON 820/TETA AS 10/1 BW CURE 1,GSFC2541,SHL,0.43,1,0.05,1,,ADHESIVE,3D
EPON 820/TETA AS 10/1 BW CURE 8,GSFC2539,SHL,0.36,1,0.04,2,,ADHESIVE,16H
EPON 825/V 140 AS 7/6 BW EPOXY,GSFC5254,SHL,0.32,14,0.02,1,,POTTING,2H
EPON 826/871/Z AS 100/60/25.4 BW EPOXY,GSC10535,ITT,0.64,14,0.01,2,0.29,POTTING,2H
EPON 826/NMA/BDMA AS 100/88.5/1.5 BW EPOXY,GSC10302,SHL,0.41,1,0,2,0.25,ADHESIVE,2H
EPON 826/NMA/BDMA AS 100/88.5/1.5 BW EPOXY,GSC10305,SHL,0.41,1,0,3,0.24,ADHESIVE,2H
EPON 826/PIM AS 10/1 BW EPOXY 5 STEP CURE,GSC12508,SHL,1.03,0,0,1,0.39,STRUCTURAL,
EPON 826/PIM AS 20/1 BW EPOXY 5 STEP CURE,GSC12511,SHL,0.58,0,0,1,0.36,STRUCTURAL,
EPON 827/V140/SHOWTABLA 325/CABOSIL M5 LIGHT GRAY,GSC21665,NEC,0.58,14,0.02,1,0.19,POTTING,
EPON 827/VERSAMID 140 AS 1/1 BW EPOXY,GSFC6587,SHL,0.96,1,0.01,1,0.35,ADHESIVE,3.5H
EPON 828 WITH VERSAMID 140 CATALYST A/B 3/1,GSC32797,MSI,0.66,1,0.11,1,0.19,ADHESIVE,2H
EPON 828/140 A/B AS 1/1 BW W AL NITRIDE 35/65%,GSC24333,GSC,0.23,1,0,1,0.1,THERM COND ADH,7D
EPON 828/815/140/CARBOLAC/NOVACITE 1250,GSFC1813,SHL,1.72,99,0.1,3,,ADHESIVE,16H
EPON 828/815/140/CARBOLAC/NOVACITE 1250,GSFC1816,SHL,1.16,1,0.03,1,,ADHESIVE,7D
EPON 828/815/140/CARBOLAC/NOVACITE 1250,GSFC1849,SHL,1.75,1,0.14,2,,ADHESIVE,16H
EPON 828/815/140/CARBOLAC/NOVACITE 1250,GSFC1852,SHL,1.71,1,0.16,1,,ADHESIVE,7D
EPON 828/871/AEP AS 25/75/15.5 BW EPOXY,GSC18414,SHL,2.69,1,0.07,1,0.74,ADHESIVE,16H
EPON 828/871/AEP AS 35/65/15.5 BW,GSFC0206,SHL,0.86,14,0.05,1,,POTTING,12H
EPON 828/871/AEP AS 35/65/15.5 BW,GSFC0209,SHL,1.38,14,0.03,2,,POTTING,12H
EPON 828/871/AEP AS 35/65/15.5 BW,GSFC0225,SHL,0.73,14,0.06,3,,POTTING,12H
EPON 828/871/AEP AS 35/65/15.5 BW,GSFC0228,SHL,0.75,14,0.07,1,,POTTING,400H
EPON 828/871/AEP AS 35/65/15.5 BW,GSFC1014,SHL,1.01,14,0.05,3,,POTTING,2H
EPON 828/871/AEP AS 40/60/15.5 BW,GSFC0251,SHL,0.46,14,0.02,1,,POTTING,16H
EPON 828/871/AEP AS 40/60/15.5 BW,GSFC0284,SHL,1.16,14,0.08,1,,POTTING,7D
EPON 828/871/AEP AS 40/60/15.5 BW EPOXY,GSC18416,SHL,1.66,1,0.03,1,0.56,ADHESIVE,24H
EPON 828/871/AEP/CAB-O-SIL AS 40/60/15.5/3 BW EPOXY,GSFC5723,SHL,1.24,99,0.01,1,,ADHESIVE,8H
EPON 828/871/AEP/CAB-O-SIL AS 40/60/15.5/3 BW EPOXY,GSFC5725,SHL,1.35,1,0.03,1,,ADHESIVE,4H
EPON 828/A AS 100/8 BW EPOXY,SRI 6501,SHL,0.7,0,0.06,1,,ADHESIVE,3H
EPON 828/BA-1 AS 100/9 BW EPOXY,GSC16468,SHL,0.73,14,0.03,1,0.34,POTTING,8H
EPON 828/CAT 951 AS 10/1 BW EPOXY,GSC10215,GSC,2.31,3,1.27,2,0.22,COATING,24H
EPON 828/CAT EPIKURE 3140,GSC33592,HXN,1.53,1,0.12,2,0.56,ADHESIVE,24H
EPON 828/CTBN-DGEBA/GMB AS 150/42/18 PBW WHITE EPOXY,GSC21795,SNL,0.72,14,0.07,2,0.24,POTTING,2H
EPON 828/CTBN-DGEBA/GMB AS 150/42/18 PBW WHITE EPOXY,GSC21798,SNL,0.69,14,0.06,2,0.23,POTTING,2H
EPON 828/CURING AGENT U AS 100/22 BW CLEAR EPOXY ADH,GSC22957,SHL,1.28,1,0.33,1,0.21,ADHESIVE,7D
EPON 828/DER 732/AEP/CAB-O-SIL 50/50/19.5/5 BW CLEAR,GSC22693,DOW,2.32,1,0.07,1,0.71,ADHESIVE,4H
EPON 828/DER 732/AEP/CARBON BLACK EPOXY ADHESIVE,GSFC1354,SHL,4.19,1,0.92,1,,ADHESIVE,
EPON 828/DER 732/AEP/CARBON BLACK EPOXY ADHESIVE,GSFC1387,SHL,1.56,1,0.06,2,,ADHESIVE,2H
EPON 828/DER 732/CAB-O-SIL 50/50/19.5/5 BW CLEAR,GSC22771,DOW,1.8,1,0.06,2,0.87,ADHESIVE,4H
EPON 828/DER 732/CAB-O-SIL/AEP,GSFC2855,SHL,1.46,14,0.06,1,,POTTING,2H
EPON 828/DTA AS 10/1 BW EPOXY,GSFC6002,SHL,0.75,1,0.04,1,0.25,ADHESIVE,3D
EPON 828/DTA AS 10/1 BW EPOXY UV STUDY,GSC10109,SHL,0.77,0,0.03,1,0.23,POTTING,7D
EPON 828/EM 308 AS 2/1 BW EPOXY,GSFC2589,SHL,0.85,1,0.01,2,,ADHESIVE,30H
EPON 828/EM 308 AS 2/1 BW EPOXY,GSFC6383,SHL,0.77,14,0.06,1,0.33,POTTING,48H
EPON 828/EM 308 AS 2/1 PBW CLEAR COATING,GSC21076,SHL,0.72,3,0.03,2,0.29,COATING,4H
EPON 828/EM 308/SILICA FLOUR AS 10/5/1 BW EPOXY,GSFC4630,HAC,0.29,1,0,1,,ADHESIVE,1.5H
EPON 828/EPICURE 3125 AS 1/1 BW EPOXY,GSC25654,SHL,1.5,1,0.04,1,0.42,ADHESIVE,7D
EPON 828/EPICURE 3140 AS 1/1 BW,GSC25594,SHL,0.99,1,0.05,1,0.34,ADHESIVE,7D
EPON 828/EPICURE 3223 A/B AS 10/1 BW EPOXY,GSC26974,SHL,1.36,1,0.24,1,0.19,ADHESIVE,
EPON 828/EPICURE 3223 A/B AS 10/1 BW EPOXY,GSC27073,SHL,1.71,1,0.85,1,0.21,ADHESIVE,2H
EPON 828/EPICURE 3223 A/B AS 10/1 BW EPOXY,GSC27091,SHL,0.81,1,0.24,1,0.17,ADHESIVE,2H
EPON 828/EPICURE 3223 A/B AS 10/1 BW EPOXY,GSC27094,SHL,1.26,1,0.21,1,0.24,ADHESIVE,
EPON 828/EPICURE 3223 A/B AS 10/1 BW EPOXY,GSC27319,SHL,0.58,1,0,1,0.15,ADHESIVE,2H
EPON 828/EPICURE 3234/K-20 AS A/B/C AS 100/13/26 BW,GSC27208,SHL,0.73,1,0.02,1,0.16,ADHESIVE,14D
EPON 828/INTELIMER 7004 A/B AS 100/17 BW EPOXY,GSC24599,SHL,0.91,1,0.29,1,0.49,ADHESIVE,1H
EPON 828/INTELIMER 7004 A/B AS 100/17 BW EPOXY,GSC24602,SHL,1.71,1,0.64,2,0.22,ADHESIVE,24H
EPON 828/INTELIMER 7004 A/B AS 100/17 BW EPOXY,GSC24605,SHL,0.62,1,0.12,2,0.3,ADHESIVE,24H
EPON 828/INTELIMER 7004 A/B AS 100/17 BW EPOXY,GSC24608,SHL,0.63,1,0.09,2,0.3,ADHESIVE,24H
EPON 828/LINDRIDE 8/DMP 30 AS 100/90/1 BW EPOXY,GSFC4872,SHL,0.34,14,0,2,,POTTING,1H
EPON 828/LINDRIDE 8/DMP 30 AS 100/90/1 BW EPOXY/SAND,GSFC4902,SHL,0.04,14,0,2,,POTTING,1H
EPON 828/MTHPA/IMICURE EMI-24 AS 100/80/0.30 PBW,GSC20327,SHL,0.43,1,0,2,0.24,LAY-UP ADHESIVE,2H
EPON 828/SONITE 19 CAT/SI ECCOSPHERES AS 10/3/4 BW,GSC24473,SHL,1.1,1,0,1,0.24,ADHESIVE,3H
EPON 828/TETA AS 10/1 BW CURE 1,GSFC2595,SHL,0.5,1,0.01,1,,ADHESIVE,3D
EPON 828/TETA AS 10/1 BW CURE 8,GSFC2597,SHL,0.38,1,0,2,,ADHESIVE,16H
EPON 828/TETA AS 10/1 BW EPOXY,GSFC6005,SHL,0.68,0,0.04,1,0.27,ADHESIVE,3D
EPON 828/U AS 4/1 BW CLEAR EPOXY,GSFC7046,SHL,1.03,14,0.26,1,0.33,POTTING,2H
EPON 828/V 140/AL2O3/PIGMENT MODIFIED BLACK EPOXY,GSC11633,GSC,0.46,1,0.02,1,0.14,COND ADHESIVE,7D
"EPON 828/V125, A/B 4/3 BW",GSC32413,MSI,0.44,1,0,2,0.3,BONDING ADHESIVE,16H
EPON 828/V140/ACETONE AS 3/3/0.5 PBW EPOXY/F,GSC21712,SHL,2.6,3,0.11,2,0.57,PRIMER,18H
EPON 828/V140/ACETONE AS 3/3/1 PBW EPOXY/F,GSC21714,SHL,2.25,3,0.16,2,0.5,PRIMER,18H
EPON 828/V140/ACETONE AS 3/3/2 PBW EPOXY/F,GSC21461,SHL,2.79,13,0.07,2,0.88,PRIMER,18H
EPON 828/V-15 AS 100/120 BW EPOXY,GSC23065,SHL,0.63,1,0.03,1,0.33,ADHESIVE,2H
EPON 828/V25 AS 1/1 PBW CLEAR YELLOW EPOXY,GSC21691,SHL,0.85,1,0.03,1,0.31,ADHESIVE,7D
EPON 828/VERSAID 125,GSC33058,MSI,0.61,1,0,1,0.28,STAKING ADHESIVE,2H
EPON 828/VERSAMID 115 A/B AS 1/1 BV,GSC27004,SHL,0.51,1,0.01,1,0.2,ADHESIVE,
EPON 828/VERSAMID 115 A/B AS 1/1 BW,GSC27007,SHL,2.45,0,0.22,1,0.6,ADHESIVE,
EPON 828/VERSAMID 125,GSC31132,SHL,0.63,14,0,1,0.34,ADHESIVE/POTTING,1H
EPON 828/VERSAMID 125 1/1 BW EPOXY,GSC25672,SHL,0.86,1,0.1,1,0.44,ADHESIVE,7D
EPON 828/VERSAMID 125 AS 1/1 BW W/3% SIO2,GSFC7331,SHL,1.06,1,0.02,2,0.18,ADHESIVE,3H
EPON 828/VERSAMID 125 AS 1/2 PBW CLEAR EPOXY,GSC21907,SHL,1.72,1,0.16,1,0.59,ADHESIVE,24H
FM 410-1 BLUE GREEN EPOXY FOAM,GSC23523,ACC,0.6,7,0,1,0.53,ADHESIVE,100M
EPON 828/VERSAMID 125 AS 100/75 BW EPOXY,GSC10326,SHL,0.69,1,0.03,1,0.41,ADHESIVE,7D
EPON 828/VERSAMID 125 AS 50/50 BW EPOXY,GSFC6742,SHL,0.79,14,0.01,1,0.38,POTTING,7D
EPON 828/VERSAMID 125 AS 60/40 BW EPOXY,GSFC6745,SHL,0.46,14,0,1,0.32,POTTING,7D
EPON 828/VERSAMID 125 AS 65/35 BW EPOXY,GSFC6748,SHL,0.55,14,0.01,1,0.23,POTTING,7D
EPON 828/VERSAMID 125 AS 66/33 BW EPOXY,GSFC6751,SHL,0.59,14,0.05,1,0.32,POTTING,7D
EPON 828/VERSAMID 125 AS 70/30 BW EPOXY,GSFC6754,SHL,0.74,14,0.19,1,0.28,POTTING,7D
EPON 828/VERSAMID 125 AS 70/30 BW EPOXY,GSFC9374,GSC,0.34,14,0.02,2,0.21,POTTING,7D
EPON 828/VERSAMID 125/MD AS 100/21/13 BW EPOXY,GSFC2825,SHL,1.39,1,0.68,1,,ADHESIVE,4H
EPON 828/VERSAMID 125/MD AS 100/21/13 BW EPOXY,GSFC4586,SHL,0.7,99,0.01,1,,ADHESIVE,4H
EPON 828/VERSAMID 125/MD AS 100/21/13 BW EPOXY,GSFC4824,SHL,0.28,14,0,1,,IMPREGNANT,2H
EPON 828/VERSAMID 140,GSC31252,UNK,2.63,1,0,1,0.39,ADHESIVE,7D
EPON 828/VERSAMID 140 1:1 MIX RATIO,GSC30934,HXN,0.35,1,0.01,1,0.17,ADHESIVE,
EPON 828/VERSAMID 140 1:1 MIX RATIO,GSC30952,HXN,0.68,1,0.02,1,0.25,ADHESIVE,14D
EPON 828/VERSAMID 140 A/B AS 3/1 BW EPOXY,GSC24996,SHL,0.54,1,0.21,1,0.24,ADHESIVE,1H
EPON 828/VERSAMID 140 AS 3/1 PBW EPOXY,GSC20801,SHL,0.6,1,0.39,1,0.25,ADHESIVE,7D
EPON 828/VERSAMID 140 AS 3/1 PBW EPOXY,GSC20803,SHL,0.41,1,0.28,1,0.24,ADHESIVE,12M
EPON 828/VERSAMID 140 AS 30/70 BW EPOXY,GSFC5963,SHL,4.68,1,0.45,1,0.83,ADHESIVE,7D
EPON 828/VERSAMID 140 AS 40/60 BW EPOXY,GSC10985,SHL,1.63,1,0.11,1,0.84,ADHESIVE,7D
EPON 828/VERSAMID 140 AS 45/55 BW EPOXY,GSFC9518,SHL,1.28,14,0.05,1,0.37,POTTING,7D
EPON 828/VERSAMID 140 AS 50/50 BW EPOXY,GSC10389,SHL,0.86,14,0.03,1,0.32,POTTING,7D
EPON 828/VERSAMID 140 AS 50/50 BW EPOXY,GSC10607,SHL,0.91,3,0.01,1,0.33,COATING,30D
EPON 828/VERSAMID 140 AS 50/50 BW EPOXY,GSC10610,SHL,1.01,3,0.01,2,0.32,COATING,7D
EPON 828/VERSAMID 140 AS 50/50 BW EPOXY,GSC10799,SHL,1.16,1,0.04,1,0.43,ADHESIVE,7D
EPON 828/VERSAMID 140 AS 50/50 BW EPOXY,GSC11557,SHL,0.58,1,0.04,1,0.34,ADHESIVE,7D
EPON 828/VERSAMID 140 AS 50/50 BW EPOXY,GSC11571,SHL,0.58,1,0.04,1,0.33,ADHESIVE,7D
EPON 828/VERSAMID 140 AS 50/50 BW EPOXY,GSC11595,SHL,0.82,1,0.02,1,0.31,ADHESIVE,7D
EPON 828/VERSAMID 140 AS 50/50 BW EPOXY,GSC18046,SHL,0.78,1,0.02,2,0.66,ADHESIVE,7D
EPON 828/VERSAMID 140 AS 50/50 BW EPOXY,GSC18048,SHL,0.84,1,0.03,2,0.7,ADHESIVE,7D
EPON 828/VERSAMID 140 AS 50/50 BW EPOXY,GSC22903,SHL,0.94,3,0.03,1,0.27,POTTING,30M
EPON 828/VERSAMID 140 AS 50/50 BW EPOXY,GSFC6721,SHL,0.86,14,0.01,1,0.4,POTTING,7D
EPON 828/VERSAMID 140 AS 50/50 BW PRE-MIX FROZEN,GSC18574,SHL,0.85,1,0.03,1,0.4,ADHESIVE,7D
EPON 828/VERSAMID 140 AS 60/40 BW EPOXY,GSFC6724,SHL,0.43,14,0.01,1,0.34,POTTING,7D
EPON 828/VERSAMID 140 AS 65/35 BW EPOXY,GSFC6727,SHL,0.3,14,0,1,0.34,POTTING,7D
EPON 828/VERSAMID 140 AS 66/33 BW EPOXY,GSC24861,SHL,0.68,3,0.41,1,0.19,COATING,2H
EPON 828/VERSAMID 140 AS 66/33 BW EPOXY,GSFC6730,SHL,0.26,14,0,1,0.3,POTTING,7D
EPON 828/VERSAMID 140 AS 70/30 BW EPOXY,GSC10392,SHL,0.19,14,0.01,1,0.28,POTTING,7D
EPON 828/VERSAMID 140 AS 70/30 BW EPOXY,GSC10613,SHL,0.24,3,0,1,0.3,COATING,30D
EPON 828/VERSAMID 140 AS 70/30 BW EPOXY,GSC10616,SHL,0.32,3,0,2,0.29,COATING,7D
EPON 828/VERSAMID 140 AS 70/30 BW EPOXY,GSFC6733,SHL,0.21,14,0.01,1,0.27,POTTING,7D
EPON 828/VERSAMID 140/B40A MICROBALLOONS,GSC10173,GSC,0.61,14,0.03,2,0.31,POTTING,4H
EPON 828/VERSAMID 140/B40A MICROBALLOONS/CABOSIL M5,GSC15417,GSC,1.08,14,0.02,1,0.36,POTTING,7D
EPON 828/VERSAMID 140/BEADS AS 15/15/9 BW,GSC10413,GSC,1.44,14,0.02,1,0.45,POTTING,7D
EPON 828/VERSAMID 140/BORON NITRIDE AS 1/1/2 BW,GSC15102,GSC,0.74,1,0.03,1,0.25,THERM COND ADH,7D
EPON 828/VERSAMID 140/CARBOLAC/B-22A BUBBLES,GSFC1882,SHL,1.74,14,0.19,2,,POTTING,16H
EPON 828/VERSAMID 140/CARBOLAC/GLASS BEADS,GSFC1876,SHL,1.8,14,0.09,1,,POTTING,7D
EPON 828/VERSAMID 140/CARBOLAC/SYLOID 620,GSFC1846,SHL,1.67,13,0.12,1,,PAINT,7D
EPON 828/VERSAMID 140/CARBOLAC/SYLOID 620,GSFC1855,SHL,1.66,13,0.07,2,,PAINT,16H
EPON 828/VERSAMID 140/CR2O3 GREEN EPOXY,GSC15927,GSC,0.85,11,0.01,1,0.27,MARKING INK,7D
EPON 828/VERSAMID 140/DTA AS 70/30/1 BW EPOXY,GSC10218,GSC,0.18,1,0,1,0.28,ADHESIVE,7D
EPON 828/VERSAMID 140/FE2O3 RED EPOXY,GSC15930,GSC,0.73,11,0.01,1,0.29,MARKING INK,7D
EPON 828/VERSAMID 140/MICROBALLOONS,GSC23796,SHL,0.28,1,0.05,1,0.16,ADHESIVE,1D
EPON 828/VERSAMID 140/SILFLAKE 135 AS .5/.5/1 BW,GSC22675,SHL,1.03,1,0.03,1,0.39,ADHESIVE,7D
EPON 828/VERSAMID 140/SILFLAKE 135 AS 1.5/1.5/7 BW,GSC22681,SHL,0.76,1,0.04,1,0.26,ADHESIVE,7D
EPON 828/VERSAMID 140/SILFLAKE 135 AS 1/1/2 PBW,GSC22252,SHL,1,1,0.06,1,0.33,COND ADHESIVE,7D
EPON 828/VERSAMID 140/SILFLAKE 135 AS 2/2/6 BW,GSC22678,SHL,0.62,1,0.02,1,0.17,ADHESIVE,7D
EPON 828/VERSAMID 140/SILFLAKE 135 AS 5/5/20 BW,GSC11138,SHL,0.81,1,0.03,2,0.21,COND ADHESIVE,12H
EPON 828/VERSAMID 140/SILFLAKE 135 AS 5/5/25 BW,GSFC4876,SHL,0.45,1,0.01,1,,COND ADHESIVE,7D
EPON 828/VERSAMID 140/SILFLAKE 135 AS 5/5/28 BW,GSFC8405,GSC,0.5,14,0.04,1,0.16,COND POTTING,39D
EPON 828/VERSAMID 140/SILFLAKE 135 AS 5/5/30 BW,GSFC4878,SHL,0.52,1,0.03,1,,COND ADHESIVE,7D
EPON 828/VERSAMID 140/SILFLAKE 135 AS 5/5/40 BW,GSFC4880,SHL,0.5,1,0.04,1,,COND ADHESIVE,7D
EPON 828/VERSAMID 140/SR 82 AS 70/30/1 BW EPOXY,GSC10221,GSC,0.35,1,0.01,1,0.26,ADHESIVE,7D
EPON 828/VERSAMID 140/SR 82/DETA/MEK,GSFC4654,SHL,4.69,3,0,2,,CONF COAT,16H
EPON 828/VERSAMID 140/SR 82/DETA/MEK,GSFC5747,SHL,2.68,3,0,2,,CONF COAT,1H
EPON 828/VERSAMID 140/SR 82/DETA/TOLUENE,GSFC5749,SHL,3.02,3,0,2,,CONF COAT,1H
EPON 828/VERSAMID 140/SR 82/DTA/TOLUENE,GSFC5927,SHL,1.35,3,0,2,0.24,CONF COAT,1H
EPON 828/VERSAMID 140/SR 82/DTA/TOLUENE,GSFC5930,SHL,1.46,3,0,2,0.23,CONF COAT,1H
EPON 828/VERSAMID 140/SR 82/DTA/TOLUENE,GSFC5933,SHL,1.39,3,0,2,0.24,CONF COAT,1H
EPON 828/VERSAMID 140/SR-82 AS 70/30/1 BW,GSFC2581,SHL,0.27,3,0.01,2,,CONF COAT,1H
EPON 828/VERSAMID 140/SR-82 AS 70/30/1 BW EPOXY,GSFC2476,SHL,4.32,3,0,1,,CONF COAT,2H
EPON 828/VERSAMID 140/SR-82/DETA/TOLUENE,GSFC5795,SHL,1.41,3,0.02,2,,CONF COAT,1H
